site_no,site_name,timestamp_utc,flow_cfs,pct_change_1h,pct_change_3h,pct_change_6h
2041650,"APPOMATTOX RIVER AT MATOACA, VA",2025-11-17 14:45:00+00:00,191.0,0.0,-1.5463917525773196,4.945054945054945
2071530,"SMITH RIVER AT SMITH RIV CHURCH NR WOOLWINE, VA",2025-11-17 14:45:00+00:00,17.2,0.0,0.0,-7.02702702702703
2051500,"MEHERRIN RIVER NEAR LAWRENCEVILLE, VA",2025-11-17 14:45:00+00:00,105.0,0.0,2.941176470588235,0.0
2070000,"NORTH MAYO RIVER NEAR SPENCER, VA",2025-11-17 14:45:00+00:00,53.9,0.0,-2.177858439201457,-2.177858439201457
2061500,"BIG OTTER RIVER NEAR EVINGTON, VA",2025-11-17 14:45:00+00:00,73.5,-1.8691588785046804,-1.8691588785046804,-1.8691588785046804
2045320,"NOTTOWAY RIVER AT ROUTE 609 NEAR MCKENNEY, VA",2025-11-17 14:45:00+00:00,85.6,0.0,0.0,0.0
3473000,"S F HOLSTON RIVER NEAR DAMASCUS, VA",2025-11-17 14:45:00+00:00,111.0,0.0,0.0,0.0
2018500,"CATAWBA CREEK NEAR CATAWBA, VA",2025-11-17 14:45:00+00:00,7.3,13.003095975232196,6.104651162790697,6.104651162790697
2069700,"SOUTH MAYO RIVER NEAR NETTLERIDGE, VA",2025-11-17 14:45:00+00:00,44.5,5.4502369668246375,1.5981735159817416,-3.4707158351410006
2065500,"CUB CREEK AT PHENIX, VA",2025-11-17 14:45:00+00:00,31.9,0.0,0.0,-3.3333333333333375
3177710,"BLUESTONE RIVER AT FALLS MILLS, VA",2025-11-17 14:45:00+00:00,12.8,15.315315315315326,-5.882352941176463,-29.670329670329664
2066000,"ROANOKE (STAUNTON) RIVER AT RANDOLPH, VA",2025-11-17 14:45:00+00:00,836.0,0.601684717208183,0.601684717208183,8.290155440414509
2052090,"MEHERRIN RIVER NEAR BRYANTS CORNER, VA",2025-11-17 14:45:00+00:00,137.0,0.0,0.7352941176470588,1.4814814814814816
2047500,"BLACKWATER RIVER NEAR DENDRON, VA",2025-11-17 14:45:00+00:00,61.0,0.0,0.0,-2.0866773675762396
2073000,"SMITH RIVER AT MARTINSVILLE, VA",2025-11-17 14:45:00+00:00,128.0,0.0,2.4,0.0
2049500,"BLACKWATER RIVER NEAR FRANKLIN, VA",2025-11-17 14:45:00+00:00,93.5,-1.5789473684210527,-3.2091097308488554,-7.425742574257425
2075045,"DAN RIVER AT STP NEAR DANVILLE, VA",2025-11-17 14:45:00+00:00,678.0,-1.7391304347826086,0.0,5.443234836702955
2047783,"BLACKWATER RIVER AT ROUTE 620 NEAR ZUNI, VA",2025-11-17 14:45:00+00:00,71.5,-2.054794520547945,-3.1165311653116494,0.0
2038850,"HOLIDAY CREEK NEAR ANDERSONVILLE, VA",2025-11-17 14:45:00+00:00,4.95,0.0,0.0,-9.999999999999996
2075500,"DAN RIVER AT PACES, VA",2025-11-17 14:45:00+00:00,793.0,0.7623888182973316,-0.8750000000000001,0.0
2051000,"NORTH MEHERRIN RIVER NEAR LUNENBURG, VA",2025-11-17 14:45:00+00:00,5.95,0.0,0.0,-3.877221324717289
2055100,"TINKER CREEK NEAR DALEVILLE, VA",2025-11-17 14:45:00+00:00,5.52,0.0,0.0,0.0
205551614,"TINKER CREEK ABOVE GLADE CREEK AT ROANOKE, VA",2025-11-17 14:45:00+00:00,25.8,0.0,-3.0075187969924837,-3.0075187969924837
2056000,"ROANOKE RIVER AT NIAGARA, VA",2025-11-17 14:45:00+00:00,143.0,4.37956204379562,0.0,-8.333333333333332
3531500,"POWELL RIVER NEAR JONESVILLE, VA",2025-11-17 14:45:00+00:00,157.0,0.0,0.0,0.0
3488000,"N F HOLSTON RIVER NEAR SALTVILLE, VA",2025-11-17 14:55:00+00:00,53.5,0.0,0.0,0.0
2072500,"SMITH RIVER AT BASSETT, VA",2025-11-17 14:55:00+00:00,84.2,-6.0267857142857055,-11.554621848739496,-11.554621848739496
3474000,"M F HOLSTON RIVER AT SEVEN MILE FORD, VA",2025-11-17 14:55:00+00:00,38.1,0.0,0.0,0.0
2072000,"SMITH RIVER NEAR PHILPOTT, VA",2025-11-17 14:55:00+00:00,75.5,0.0,0.0,0.0
2042500,"CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE, VA",2025-11-17 15:00:00+00:00,71.2,0.9929078014184437,-1.793103448275858,-6.192358366271413
2074500,"SANDY RIVER NEAR DANVILLE, VA",2025-11-17 15:00:00+00:00,33.2,-2.63929618768328,-2.63929618768328,-2.63929618768328
3478400,"BEAVER CREEK AT BRISTOL, VA",2025-11-17 15:00:00+00:00,10.9,4.8076923076923075,4.8076923076923075,0.0
2058400,"PIGG RIVER NEAR SANDY LEVEL, VA",2025-11-17 15:00:00+00:00,109.0,0.0,0.0,0.0
2025652,"HARRIS CREEK BELOW ROUTE 130 NEAR MONROE, VA",2025-11-17 15:00:00+00:00,4.57,0.0,-34.43328550932567,-9.861932938856015
3167000,"REED CREEK AT GRAHAMS FORGE, VA",2025-11-17 15:00:00+00:00,55.8,0.0,-7.000000000000004,0.0
2040892,"APPOMATTOX RIVER AT ROUTE 602 NEAR MANNBORO, VA",2025-11-17 15:00:00+00:00,192.0,0.0,-1.5384615384615385,-4.477611940298507
2060500,"ROANOKE RIVER AT ALTAVISTA, VA",2025-11-17 15:00:00+00:00,618.0,-5.0691244239631335,-5.0691244239631335,2.828618968386023
3165000,"CHESTNUT CREEK AT GALAX, VA",2025-11-17 15:00:00+00:00,33.3,0.0,0.0,-3.1976744186046555
2039500,"APPOMATTOX RIVER AT FARMVILLE, VA",2025-11-17 15:05:00+00:00,96.8,0.0,0.0,-1.1235955056179863
2053800,"S F ROANOKE RIVER NEAR SHAWSVILLE, VA",2025-11-17 15:05:00+00:00,25.8,0.0,4.032258064516129,0.0
2054500,"ROANOKE RIVER AT LAFAYETTE, VA",2025-11-17 15:05:00+00:00,54.0,0.0,0.0,0.0
3165500,"NEW RIVER AT IVANHOE, VA",2025-11-17 15:05:00+00:00,905.0,0.0,0.0,0.0
2044500,"NOTTOWAY RIVER NEAR RAWLINGS, VA",2025-11-17 15:05:00+00:00,70.6,-4.723346828609987,-9.25449871465296,-9.25449871465296
2055000,"ROANOKE RIVER AT ROANOKE, VA",2025-11-17 15:05:00+00:00,79.1,0.0,9.10344827586206,9.10344827586206
